Frame,Hand,Landmark,x,y,z
0,Right,WRIST,853.2413482666016,433.0680513381958,-2.421849671918608e-07
0,Right,THUMB_CPC,817.9946899414062,391.47565841674805,-0.011305384337902069
0,Right,THUMB_MCP,782.2930908203125,355.49813747406006,-0.02106713503599167
0,Right,THUMB_IP,751.3377380371094,333.58431816101074,-0.02927890233695507
0,Right,THUMB_TIP,721.3688659667969,325.1304030418396,-0.038974370807409286
0,Right,INDEX_FINGER_MCP,802.9569244384766,319.17752981185913,-0.041310351341962814
0,Right,INDEX_FINGER_PIP,762.3052978515625,282.70742654800415,-0.06399503350257874
0,Right,INDEX_FINGER_DIP,721.6742706298828,287.8253388404846,-0.07546533644199371
0,Right,INDEX_FINGER_TIP,689.6810150146484,301.78226709365845,-0.08116329461336136
0,Right,MIDDLE_FINGER_MCP,820.7655334472656,339.17144536972046,-0.04541023448109627
0,Right,MIDDLE_FINGER_PIP,758.9437866210938,330.4801869392395,-0.06814485043287277
0,Right,MIDDLE_FINGER_DIP,708.0204772949219,345.7715678215027,-0.07780586183071136
0,Right,MIDDLE_FINGER_TIP,674.9945831298828,360.4484224319458,-0.08425747603178024
0,Right,RING_FINGER_PIP,832.9696655273438,370.91968059539795,-0.04913743957877159
0,Right,RING_FINGER_DIP,772.5724029541016,372.5862979888916,-0.07064446806907654
0,Right,RING_FINGER_TIP,722.8591918945312,387.0749044418335,-0.07711807638406754
0,Right,RING_FINGER_MCP,690.9451293945312,398.34168434143066,-0.08008486777544022
0,Right,PINKY_MCP,840.3701782226562,407.70920276641846,-0.0528905913233757
0,Right,PINKY_PIP,792.8110504150391,413.46299171447754,-0.07292884588241577
0,Right,PINKY_DIP,755.511474609375,422.14734077453613,-0.0782402828335762
0,Right,PINKY_TIP,729.4796752929688,427.58445739746094,-0.07953093200922012
1,Right,WRIST,844.6157073974609,439.20764923095703,-2.1112774106768484e-07
1,Right,THUMB_CPC,790.0821685791016,403.3076763153076,-0.008656932041049004
1,Right,THUMB_MCP,744.9807739257812,371.4549207687378,-0.02189863845705986
1,Right,THUMB_IP,704.8355102539062,353.7143611907959,-0.03493797779083252
1,Right,THUMB_TIP,666.5924835205078,338.3114218711853,-0.04845108091831207
1,Right,INDEX_FINGER_MCP,792.1620941162109,322.8454399108887,-0.04042551666498184
1,Right,INDEX_FINGER_PIP,760.2348327636719,282.215895652771,-0.06961724907159805
1,Right,INDEX_FINGER_DIP,720.2621459960938,283.0385184288025,-0.08696188032627106
1,Right,INDEX_FINGER_TIP,685.2585601806641,295.21064043045044,-0.09614762663841248
1,Right,MIDDLE_FINGER_MCP,812.7229309082031,342.79435873031616,-0.04802330210804939
1,Right,MIDDLE_FINGER_PIP,751.8067932128906,332.5965142250061,-0.07623530179262161
1,Right,MIDDLE_FINGER_DIP,699.1851043701172,346.3417625427246,-0.08688156306743622
1,Right,MIDDLE_FINGER_TIP,662.1694183349609,359.15233612060547,-0.0933772549033165
1,Right,RING_FINGER_PIP,826.1041259765625,376.41932487487793,-0.05615461245179176
1,Right,RING_FINGER_DIP,769.0610504150391,375.4072093963623,-0.08354868739843369
1,Right,RING_FINGER_TIP,723.1917572021484,389.0148067474365,-0.08957462757825851
1,Right,RING_FINGER_MCP,689.7183990478516,399.46439266204834,-0.09070359915494919
1,Right,PINKY_MCP,834.5663452148438,414.9304389953613,-0.06400105357170105
1,Right,PINKY_PIP,790.8537292480469,417.77860164642334,-0.08846509456634521
