Frame,Hand,Landmark,x,y,z
0,Right,WRIST,834.2971801757812,362.43900775909424,3.112029673957295e-07
0,Right,THUMB_CPC,811.6131591796875,329.80615854263306,-0.023865561932325363
0,Right,THUMB_MCP,812.0172882080078,284.93370294570923,-0.0487276092171669
0,Right,THUMB_IP,803.5760498046875,256.2994909286499,-0.06939671188592911
0,Right,THUMB_TIP,782.8821563720703,250.54482221603394,-0.09153289347887039
0,Right,INDEX_FINGER_MCP,876.4305877685547,269.6761178970337,-0.088938869535923
0,Right,INDEX_FINGER_PIP,850.1824951171875,245.14441967010498,-0.12307433784008026
0,Right,INDEX_FINGER_DIP,811.3394165039062,253.94970417022705,-0.14092354476451874
0,Right,INDEX_FINGER_TIP,771.1395263671875,266.3458228111267,-0.1533232182264328
0,Right,MIDDLE_FINGER_MCP,900.6272888183594,309.79072093963623,-0.08837747573852539
0,Right,MIDDLE_FINGER_PIP,871.4761352539062,309.38830375671387,-0.12320026755332947
0,Right,MIDDLE_FINGER_DIP,824.1767120361328,319.2436623573303,-0.1337268352508545
0,Right,MIDDLE_FINGER_TIP,779.6581268310547,328.2235050201416,-0.14467498660087585
0,Right,RING_FINGER_PIP,910.4209136962891,355.70640563964844,-0.08649449050426483
0,Right,RING_FINGER_DIP,885.1148986816406,359.9894857406616,-0.11929728090763092
0,Right,RING_FINGER_TIP,834.0953063964844,365.8727502822876,-0.12982995808124542
0,Right,RING_FINGER_MCP,790.4045104980469,366.9488525390625,-0.13780009746551514
0,Right,PINKY_MCP,910.9702301025391,397.24021911621094,-0.08543258905410767
0,Right,PINKY_PIP,905.7011413574219,414.81589794158936,-0.11430104821920395
0,Right,PINKY_DIP,872.7267456054688,425.63459873199463,-0.12923583388328552
0,Right,PINKY_TIP,839.1630554199219,428.31281661987305,-0.14192435145378113
0,Left,WRIST,561.6750335693359,574.5886945724487,-1.3203449000798173e-08
0,Left,THUMB_CPC,617.5308990478516,524.4667911529541,-0.005876016803085804
0,Left,THUMB_MCP,682.2466278076172,489.152569770813,-0.019361868500709534
0,Left,THUMB_IP,742.3355865478516,475.6417465209961,-0.03126261383295059
0,Left,THUMB_TIP,792.4601745605469,476.76758766174316,-0.04246501997113228
0,Left,INDEX_FINGER_MCP,650.2423095703125,491.37219429016113,-0.05883661285042763
0,Left,INDEX_FINGER_PIP,747.2854614257812,480.813045501709,-0.08323296159505844
0,Left,INDEX_FINGER_DIP,799.6654510498047,496.67962074279785,-0.08670835942029953
0,Left,INDEX_FINGER_TIP,828.6451721191406,515.3579235076904,-0.0843726173043251
0,Left,MIDDLE_FINGER_MCP,635.7902526855469,536.555700302124,-0.065788134932518
0,Left,MIDDLE_FINGER_PIP,749.2674255371094,537.0733451843262,-0.09493512660264969
0,Left,MIDDLE_FINGER_DIP,803.5376739501953,551.0418605804443,-0.09490571916103363
0,Left,MIDDLE_FINGER_TIP,828.1842803955078,565.5702924728394,-0.0903124213218689
0,Left,RING_FINGER_PIP,627.5584411621094,588.218994140625,-0.07099862396717072
0,Left,RING_FINGER_DIP,736.2290954589844,594.0740633010864,-0.09690426290035248
