Frame,Hand,Landmark,x,y,z
0,Right,WRIST,905.9666442871094,414.37575817108154,-2.5287906169069174e-07
0,Right,THUMB_CPC,873.0084991455078,364.7793960571289,-0.014811492525041103
0,Right,THUMB_MCP,846.2705993652344,325.69458961486816,-0.02930251881480217
0,Right,THUMB_IP,818.9960479736328,303.58323097229004,-0.04184064269065857
0,Right,THUMB_TIP,796.3193511962891,291.32060050964355,-0.055704474449157715
0,Right,INDEX_FINGER_MCP,885.3839874267578,287.9188084602356,-0.05125178396701813
0,Right,INDEX_FINGER_PIP,835.5493927001953,255.2625274658203,-0.07784461230039597
0,Right,INDEX_FINGER_DIP,793.9818572998047,259.35420513153076,-0.09194715321063995
0,Right,INDEX_FINGER_TIP,758.8999176025391,272.45211839675903,-0.09950685501098633
0,Right,MIDDLE_FINGER_MCP,904.7586822509766,318.04585218429565,-0.05663914978504181
0,Right,MIDDLE_FINGER_PIP,844.2118835449219,309.5529270172119,-0.08399778604507446
0,Right,MIDDLE_FINGER_DIP,791.1623382568359,322.17166900634766,-0.09396914392709732
0,Right,MIDDLE_FINGER_TIP,752.4471282958984,334.4872999191284,-0.10044445842504501
0,Right,RING_FINGER_PIP,914.1823577880859,358.5847592353821,-0.06205708160996437
0,Right,RING_FINGER_DIP,854.9170684814453,361.19386196136475,-0.08942422270774841
0,Right,RING_FINGER_TIP,803.0632781982422,368.25013160705566,-0.096232108771801
0,Right,RING_FINGER_MCP,766.1929321289062,375.18417835235596,-0.09868913143873215
0,Right,PINKY_MCP,917.1772766113281,401.6816568374634,-0.06758629530668259
0,Right,PINKY_PIP,875.38330078125,406.1878538131714,-0.09146034717559814
0,Right,PINKY_DIP,845.6169891357422,407.25159645080566,-0.0963500589132309
0,Right,PINKY_TIP,823.0646514892578,406.81446075439453,-0.09729687124490738
1,Right,WRIST,900.3392791748047,413.7278652191162,-2.6189121626885026e-07
1,Right,THUMB_CPC,861.0370635986328,358.8598680496216,-0.011684494093060493
1,Right,THUMB_MCP,831.9459533691406,322.7319073677063,-0.026169590651988983
1,Right,THUMB_IP,800.1667785644531,308.8291382789612,-0.039722077548503876
1,Right,THUMB_TIP,773.62548828125,305.8129405975342,-0.05460783466696739
1,Right,INDEX_FINGER_MCP,885.8869171142578,280.6973147392273,-0.03875267505645752
1,Right,INDEX_FINGER_PIP,830.1822662353516,260.204873085022,-0.064725860953331
1,Right,INDEX_FINGER_DIP,788.6161804199219,266.30013942718506,-0.08178280293941498
1,Right,INDEX_FINGER_TIP,754.2701721191406,275.8336114883423,-0.09179310500621796
1,Right,MIDDLE_FINGER_MCP,908.3320617675781,313.82899045944214,-0.04535150155425072
1,Right,MIDDLE_FINGER_PIP,840.1361846923828,315.8217215538025,-0.06930776685476303
1,Right,MIDDLE_FINGER_DIP,791.8229675292969,326.0502076148987,-0.07945635169744492
1,Right,MIDDLE_FINGER_TIP,755.4326629638672,332.3625612258911,-0.08679519593715668
1,Right,RING_FINGER_PIP,917.6868438720703,357.0845031738281,-0.0526551716029644
1,Right,RING_FINGER_DIP,849.4422912597656,369.6589994430542,-0.07701321691274643
1,Right,RING_FINGER_TIP,803.2772064208984,374.5813465118408,-0.08230753242969513
1,Right,RING_FINGER_MCP,768.0062103271484,376.38155937194824,-0.0843002200126648
1,Right,PINKY_MCP,917.8950500488281,401.054105758667,-0.06006943807005882
1,Right,PINKY_PIP,868.7124633789062,411.2918186187744,-0.07963285595178604
1,Right,PINKY_DIP,844.1820526123047,412.44495391845703,-0.082057885825634
1,Right,PINKY_TIP,825.8094024658203,408.18766593933105,-0.08209535479545593
1,Left,WRIST,557.9985046386719,561.5601539611816,4.975097454007482e-07
1,Left,THUMB_CPC,588.5971832275391,616.4926099777222,-0.019214915111660957
1,Left,THUMB_MCP,630.2011871337891,643.3483028411865,-0.037147510796785355
1,Left,THUMB_IP,674.8391723632812,644.5578289031982,-0.049441639333963394
1,Left,THUMB_TIP,709.4541168212891,635.7549905776978,-0.06368516385555267
1,Left,INDEX_FINGER_MCP,587.1710968017578,636.9834423065186,-0.07122015208005905
1,Left,INDEX_FINGER_PIP,618.6891174316406,675.9373569488525,-0.09733453392982483
1,Left,INDEX_FINGER_DIP,653.7114715576172,690.4245901107788,-0.11164529621601105
