Frame,Hand,Landmark,x,y,z
0,Right,WRIST,545.1783752441406,558.6173629760742,2.4688418420737435e-07
0,Right,THUMB_CPC,603.3918762207031,512.0081233978271,-0.005995376501232386
0,Right,THUMB_MCP,671.7133331298828,487.43016242980957,-0.021167175844311714
0,Right,THUMB_IP,729.6366882324219,491.76547050476074,-0.03516645357012749
0,Right,THUMB_TIP,775.7783508300781,504.3729257583618,-0.04932670295238495
0,Right,INDEX_FINGER_MCP,661.0768890380859,466.00072860717773,-0.059643927961587906
0,Right,INDEX_FINGER_PIP,759.2209625244141,462.37099170684814,-0.08689727634191513
0,Right,INDEX_FINGER_DIP,813.1221008300781,473.1402111053467,-0.0956849679350853
0,Right,INDEX_FINGER_TIP,853.6590576171875,483.7835168838501,-0.09840290993452072
0,Right,MIDDLE_FINGER_MCP,642.0204162597656,507.3378610610962,-0.06932173669338226
0,Right,MIDDLE_FINGER_PIP,749.3759155273438,520.7846117019653,-0.09815742820501328
0,Right,MIDDLE_FINGER_DIP,809.9183654785156,540.2671480178833,-0.10423807799816132
0,Right,MIDDLE_FINGER_TIP,850.2618408203125,555.067663192749,-0.10621191561222076
0,Right,RING_FINGER_PIP,626.8142318725586,558.0340576171875,-0.07733280211687088
0,Right,RING_FINGER_DIP,729.2396545410156,577.3263931274414,-0.10265816003084183
0,Right,RING_FINGER_TIP,787.7882385253906,593.3945417404175,-0.1074492335319519
0,Right,RING_FINGER_MCP,828.2180023193359,599.0511703491211,-0.10734891146421432
0,Right,PINKY_MCP,614.9501800537109,611.255693435669,-0.0843222439289093
0,Right,PINKY_PIP,702.1103668212891,632.9548931121826,-0.10280726850032806
0,Right,PINKY_DIP,750.5446624755859,643.3596754074097,-0.10598022490739822
0,Right,PINKY_TIP,786.4181518554688,646.0638999938965,-0.10597357898950577
0,Left,WRIST,973.5470581054688,404.0096426010132,-4.580931545206113e-07
0,Left,THUMB_CPC,927.4539947509766,357.70269870758057,-0.011985966935753822
0,Left,THUMB_MCP,895.2873229980469,313.3090925216675,-0.026528354734182358
0,Left,THUMB_IP,868.0710601806641,279.38015699386597,-0.03941766917705536
0,Left,THUMB_TIP,839.3724822998047,252.2844386100769,-0.05457572266459465
0,Left,INDEX_FINGER_MCP,939.8816680908203,258.48225116729736,-0.05759730190038681
0,Left,INDEX_FINGER_PIP,874.4235992431641,226.29612922668457,-0.08906276524066925
0,Left,INDEX_FINGER_DIP,826.7332458496094,229.25748109817505,-0.10482203215360641
0,Left,INDEX_FINGER_TIP,789.295654296875,239.76266384124756,-0.11285346746444702
0,Left,MIDDLE_FINGER_MCP,965.5325317382812,282.2501850128174,-0.06592367589473724
0,Left,MIDDLE_FINGER_PIP,889.6807098388672,262.26088285446167,-0.09811381250619888
0,Left,MIDDLE_FINGER_DIP,828.7532043457031,277.8773045539856,-0.10776675492525101
0,Left,MIDDLE_FINGER_TIP,787.5381469726562,295.80952405929565,-0.11296263337135315
0,Left,RING_FINGER_PIP,981.7766571044922,321.28145456314087,-0.07414024323225021
0,Left,RING_FINGER_DIP,914.6091461181641,308.64112615585327,-0.10915334522724152
0,Left,RING_FINGER_TIP,855.7418060302734,321.2004089355469,-0.1176469549536705
0,Left,RING_FINGER_MCP,818.1971740722656,334.2242932319641,-0.1195514053106308
0,Left,PINKY_MCP,988.4861755371094,366.817102432251,-0.08150585740804672
0,Left,PINKY_PIP,930.4044342041016,367.320499420166,-0.1128048300743103
0,Left,PINKY_DIP,878.9641571044922,372.99588203430176,-0.1211254820227623
