Frame,Hand,Landmark,x,y,z
0,Right,WRIST,876.1135101318359,407.38746643066406,-5.193688252802531e-07
0,Right,THUMB_CPC,830.0516510009766,351.48051023483276,-0.013636671006679535
0,Right,THUMB_MCP,798.8268280029297,301.03187084198,-0.02676655910909176
0,Right,THUMB_IP,768.7187957763672,266.3624310493469,-0.03758305683732033
0,Right,THUMB_TIP,740.1233673095703,242.04792737960815,-0.049933839589357376
0,Right,INDEX_FINGER_MCP,857.899169921875,247.52572774887085,-0.04810294508934021
0,Right,INDEX_FINGER_PIP,786.4131927490234,223.65303754806519,-0.07188025861978531
0,Right,INDEX_FINGER_DIP,736.5163421630859,234.57338333129883,-0.08398331701755524
0,Right,INDEX_FINGER_TIP,698.9357757568359,249.52862977981567,-0.09054563194513321
0,Right,MIDDLE_FINGER_MCP,878.1849670410156,276.81873321533203,-0.05347331240773201
0,Right,MIDDLE_FINGER_PIP,799.3893432617188,259.47132110595703,-0.07684256136417389
0,Right,MIDDLE_FINGER_DIP,739.2090606689453,268.89864206314087,-0.08623240888118744
0,Right,MIDDLE_FINGER_TIP,697.5514221191406,280.3301525115967,-0.09330305457115173
0,Right,RING_FINGER_PIP,884.7511291503906,317.70368814468384,-0.05855860561132431
0,Right,RING_FINGER_DIP,814.7335052490234,303.4581756591797,-0.08499880880117416
0,Right,RING_FINGER_TIP,756.4347076416016,308.06440830230713,-0.09336832910776138
0,Right,RING_FINGER_MCP,717.3946380615234,314.7005581855774,-0.09741378575563431
0,Right,PINKY_MCP,881.4048004150391,364.6313810348511,-0.06329335272312164
0,Right,PINKY_PIP,822.6364898681641,358.1281614303589,-0.08852323144674301
0,Right,PINKY_DIP,775.3678131103516,357.9168462753296,-0.09545262157917023
0,Right,PINKY_TIP,740.9591674804688,356.733455657959,-0.09786081314086914
0,Left,WRIST,461.6291046142578,565.3965711593628,2.443334210511239e-07
0,Left,THUMB_CPC,512.4143600463867,512.8934240341187,-0.005073599983006716
